88.18,88.04,88.50,88.33,88.48,88.09,88.30,88.06,87.58,87.05
88.83,88.89,89.27,89.33,89.45,89.10,89.18,89.16,88.89,88.68
77.69,78.30,78.61,78.81,79.17,78.83,79.14,78.91,78.48,78.03
89.85,89.80,90.37,90.13,90.53,90.43,90.41,90.44,90.37,90.17
